codigo_producto,nombre_producto,peso_manual,peso_calculado,no_recomendar
ETQPGF050,ETIQUETAS PEGAFAN BLA A4 CD DVD HJA 2ETQ CJA 50HJ,0.7,1.0,False
AGEEPA068,AGENDA E.PAULINAS 2024 MI AGENDA C/BROCHE,1.0,1.2,False
BLPHOA021,BLOCK POST HOPAX S21467 FILM 45MMX12MM 8 COLORES 15 BARRAS X COLOR,1.5,1.0,False
MCPPTL051,MICROPUNTA PENTEL BL417 FX NAR 0.7MM ENERGEL,0.5,1.0,False
LUPTLB001,LUPA TALBOT 90MM 5X,1.2,1.5,False
PINPTL003,PINCEL PENTEL FRH M PUNTA MEDIA RECARGA AGUA,0.5,1.0,True
BOTMAP010,BOTELLA MAPED 580ML 871701,0.5,1.0,False
BRDXXX001,BLU RAY DISC BD R IMPRIMIBLE 6X 25GB,1.2,1.0,False
BEXUSG001,BASE EXFO USIGN US K157 PLAST,0.7,1.0,False
GRARAP018,GRAPAS RAPID COBRE 24859200 24/8 CJ2000U,1.5,1.0,False
MRAMON003,MARC AGUA MON AMI ROJ,1.5,0.7,False
AGEXXX023,"AGENDA 2024 CLASICA TOKIO TKS 20X13,5 CONFETTI",1.2,1.0,True
PEGUHU052,PEGAMENTO UHU 34355 LIQUIDO 31ML GEL,1.5,1.0,True
PLAPEL022,PLASTILINA PELIKAN MX 180G AZUL MARINO 06700120,0.7,1.0,True
MRDMRK004,MARCADOR MARKO PERM AZU  DOBLE PUNTA,1.5,1.0,False
REGMAP006,REGLA MAPED 254530 30CM GEO CUSTOM,1.2,1.0,True
SEPWJO002,SEPARADOR WILSON JONES P2456 CARTA JGO8DIV,0.5,1.0,True
PCEXXX006,PAP CELOFAN VER 76X102CM,1.5,1.0,True
CAVUSG001,CARTAP VISOR USIGN US 103PD 1PULG 3A TIPO D A4 PLAST BLA,0.7,1.0,True
ENGRAP030,ENGRAPADOR RAPID FM12 CAP 20HJS METAL NEG 5000273,1.2,1.0,True
MCPPIL014,MICROPUNTA PILOT G TEC C4 ROJ,0.7,1.0,True
ETLLEY001,ESTUCHE LAPICES LEYDEZ SIMPLE DE LONA,1.0,0.5,False
MRDPTL016,MARCADOR PENTEL X100W S BLA PERM PTA FINA,1.2,1.0,False
RESSTB021,RESALTADOR STABILO 70/23 1  PASTEL BOSS GRUESO JGO 23PCS,0.5,1.0,True
MCPPEL003,MICROPUNTA PELIKAN MX TECHNO LINER 86 NEG 0.3,0.7,1.0,True
CCOMDN003,CARPETA COLG MADISON OFICIO AZU,1.5,1.0,False
MCPPIL046,MICROPUNTA PILOT BL SG 5 ROJ 0.5MM SUPER GEL,1.0,0.5,True
MCPPEL005,MICROPUNTA PELIKAN MX TECHNO LINER 86 NEG 0.5,0.5,1.0,False
FUNUSG006,FUNDA PLAST USIGN US E310 TRANSP A4 TIPO L,0.7,1.0,True
SEPUSG004,SEPARADOR USIGN US 031A A4 JGO 1 A 31 NUM,1.2,0.5,False
NYLXXX003,NYLON COLOR AZU,0.7,1.0,False
POJDEL036,PORTA OBJETOS 3073.H.0006 ESSENCIAL C/31 DIVISORIAS CRISTAL,1.0,1.5,False
PTLDEL001,PORTALAPIZ DELLO 3031 CLIPS Y MEMBRETE DIF. COLOR,0.5,0.7,False
PLUXXX028,PAP LUSTROSO ROJO PUNTOS 50X70CM,1.0,1.2,True
CNEFST006,CINTA EMBAL FIVE STICK TRANSP 30YDS,1.2,1.0,True
PORPTL046,PORTAMINA PENTEL AX105 D 0.5MM FIESTA VER,1.2,1.0,False
CNAFST008,CINTA ADHES FIVE STICK DOBLE FAZ 1PULG X 20YDS,0.7,1.5,True
PINPTL030,PINCEL PENTEL ZBS6-0E N° 0 PELO CABRA PLANO,1.2,1.0,False
CRGXXX006,CAJA DE REGALO 20X16CM,1.5,1.0,True
PINPTL002,PINCEL PENTEL FRH F PUNTA FINA RECARGA AGUA,1.5,1.2,True
ARCLEY055,ARCHIVADOR LEYDEZ PALANCA PLO PLAST,1.2,1.0,False
ATMXXX029,ATM PALITOS DE HELADO COLOR PQ100U ESPACIO CULT CREAT,1.2,1.0,False
ATMXXX072,ATM PALITOS DE HELADO NATURAL PQ100U ESPACIO CULT CREAT,1.5,0.5,False
PINPAG003,PINCEL PAGODA 251 NO02,0.5,1.0,False
LCLSTB003,LAPIC COLOR STABILO 1400 210 CARBOTHELLO AMARILLO,0.5,1.0,False
LCLSTB030,LAPIC COLOR STABILO 1400 221 CARBOTHELLO NARANJA,0.5,1.2,True
JUEART027,JUEGO ARTI TAC024 CORTADORES X 5 PZS,0.5,1.0,True
CLBCMX003,CLIP BIN COMIX B3607 32MM O 1 1/4PULG,0.5,1.0,False
BOLPEL070,BOLIGRAFO PELIKAN AL 812641 JAZZ PASTEL K36  LAVANDA,1.2,1.0,True
PILPWO002,PILAS ALKALINAS POWER ONE P-AAA/4 BL4U,1.5,1.0,False
CNDFST001,CINTA DIUREX FIVE STICK CRIST 3/4PULG X 25YDS,1.0,1.2,True
MFOPEL001,MASA FOAMY 50G AMA 06740105,1.5,1.0,True
MFOPEL004,MASA FOAMY 50G BLA 06740118,1.2,1.0,False
LAPSTB052,LAPIZ STABILO 8044 ALL AMA,1.2,1.0,False
PLUXXX003,PAP LUSTROSO VER CLARO 50X70CM,0.7,1.0,False
BLPIDL001,BLOCK POST IDEAL NF42330 BANDERITAS JGO5COL,1.5,1.2,True
CORUHU006,CORRECTOR UHU 50365 ROLLER 5MM X 10M BLISTER,0.5,1.0,True
PLAPEL023,PLASTILINA PELIKAN MX 180G AQUA 06700129,1.2,1.0,False
MFOPEL008,MASA FOAMY 50G NAR 06740104,1.2,0.7,True
BOLPRK097,BOLIGRAFO PARKER 1953189 JOTTER NARANJ CLIP CROMADO,1.5,1.0,True
LAPSCA008,LAPIZ SCALA 640 NEG B HARD,0.5,1.0,False
SOBALL001,SOBRE ALLIANCE 10877 06 AMA NO4 9 1/2X14 1/2PULG ACOLCHADO,1.2,1.0,True
CAVRIC002,CARTAP VISOR RICOR 2PULG 2A A4 PLAST DIF COLOR,1.5,0.5,True
FOLMDN012,FOLDER MADISON 8514 OFICIO PLAST NEGRO,1.5,1.0,True
MCPSTB076,MICROPUNTA STABILO 8825 07 POINT 88 JGO25U,0.5,1.0,True
LAPSTB054,LAPIZ STABILO 8046 ALL NEG,0.7,1.0,True
TTMLEY001,TINT TAMPO LEYDEZ NEG 30ML,0.5,1.0,False
FORVIN002,FORRO VINIFAN 5M CARTA,1.0,1.2,False
MCPPEL015,MICROPUNTA PELIKAN MX SOFT GEL PLATEADO,0.7,1.0,True
RBLPRK009,RPTO BOLIG PARKER 1950371 QUINK FLOW AZU M,0.7,1.5,False
SACGNR001,SACAGRAPA GEN,1.2,1.0,True
TAMATS004,TAMPO ARTESCO ROJ,1.5,1.0,False
CNKPGF002,CINTA MASK PEGAFAN 500 3/4PULG X 40YDS,1.5,0.7,True
CAUSWA002,CARTULINA SWALANDER ROJ NAR 180GR 100X70CM,1.5,1.0,False
LAPLYR026,LAPIZ LYRA 1210103 2510 NEG 3B ROBINSON,0.5,1.0,False
LCLSTB033,LAPIC COLOR STABILO 1400 681 CARBOTHELLO OCRE CARNE,0.5,1.0,False
BOLPTL082,BOLIGRAFO PENTEL BL2007A A CAPA NEG 0.7MM ENERGEL,0.7,1.0,True
PEGUHU038,PEGAMENTO UHU 40373 ALLPLAST LIQUIDO 33ML,0.5,1.0,True
MCPSTB086,MICROPUNTA STABILO 88 054 NAR NEON POINT 88,0.7,1.0,False
BBOXXX004,BASE BOLI XING DA CADENA ADHES,1.5,0.5,False
CLBGNR003,BINDER CLIP GEN DONALDL-2274,1.5,1.0,True
ACUPTL002,ACUARELA PENTEL ARTS WFRS 24 24COL X 5ML,0.5,1.5,True
FGAART014,FIGURAS ADH ARTI TACF00008 TULIPANES X 92 PZS GOMA EVA,0.5,1.0,False
ETGPEL002,ESTUCHE GEOMETRICO PELIKAN MX 15540103 JGO5PZ DE 30CM FLEXIBLE,1.0,1.5,False
MRJLYR005,MARCADOR JGO LYRA 6521120 AQUA BRUSH DUO 12 COLORES,0.7,1.0,False
TABFSK001,TABLERO FOSKA OFICIO ACRILICO,1.2,1.0,False
CERPEL002,CERA PELIKAN MX D2 CONTAR 14G COLOR 01420001,1.5,0.5,True
PSBXXX004,PAP SABANA OFICIO PQ500HJS,1.0,1.2,True
PLAPEL010,PLASTILINA PELIKAN MX 180G NAR,1.5,1.0,False
GOEXXX110,GOMA EVA LISA TURQ 50X70CM,0.7,0.5,False
BOJPEL002,BOLIGRAFO JGO PELIKAN AL 821896 Y PLUMA JAZZ NOBLE ELEGANCE BLACK,0.5,1.0,True
PILDRC009,PILAS DURACELL AA BI6U,1.5,1.0,True
ETQPGF001,ETIQUETAS PEGAFAN NAR FLUOR 19X25MM BL102U,0.5,1.0,False
PLTHRL001,PALETA HERLITZ 8643033 ARTISTICA 235X2170MM,1.2,1.0,True
GLIPEL021,GLITER PELIKAN AR 051 020 219 AZUL ELECTRICO 60ML,1.5,1.0,True
TPLPEL008,TINT PLUMAF PELIKAN AL 4001 AZU 30ML,0.5,1.0,True
PINPTL029,PINCEL PENTEL ZBS5-20E N° 20 PELO CABRA REDONDO,0.5,1.0,True
PLAPEL009,PLASTILINA PELIKAN MX JGO4U 454G,1.2,1.0,False
LAPSCA003,LAPIZ SCALA 741 AZU CARPINTERO,1.5,1.0,True
BOLPTL094,BOLIGRAFO PENTEL BXC470 DCBP 4COLOR 1.0MM IZEE BARRIL AZUL,1.2,1.0,False
RESPTL007,RESALTADOR PENTEL S515 P ROS DELG,1.5,1.0,True
PCAPEL006,PAP CARBON PELIKAN AL 004 410 050 ULTRAFILM MAQ ESCRIBIR OF NEG,1.5,1.0,True
JUEART025,JUEGO ARTI TAC024-06 TOOL KIT HERRAMIENTAS X 6 U,0.7,1.0,True
BOLPIL008,BOLIGRAFO PILOT BP S ROS FINO,1.5,1.0,False
CUAABC011,CUADERNO ABC EMPAST OFICIO CUAD 5MM 100HJS,0.5,1.0,True
ETQPGF005,ETIQUETAS PEGAFAN NAR FLUOR 19X13MM BL500U,1.2,0.5,False
MFOPEL009,MASA FOAMY 50G NEG 06740117,1.5,1.0,False
MFOPEL014,MASA FOAMY 50G VIO 06740112,1.5,0.5,False
PLAPEL021,PLASTILINA PELIKAN MX 180G VIO,1.5,1.0,False
REGMAP002,REGLA MAPED 279010 027900 30CM FLEXIBLE,0.5,1.0,False
XACALB072,JUEGOS DE ESTIMULACION PARA BEBES DE 0 A 24 MESES,1.0,0.5,False
GOEXXX075,GOMA EVA LISA PLOMO 50X70CM,1.2,1.0,True
REGATS010,REGLA ARTESCO 15CM PLAST CRISTAL,1.2,1.5,True
LIEXXX002,LIENZO P. N. 25X35CM.PREPARADO M/MADERA,1.2,0.5,True
CNAFST009,CINTA ADHES FIVE STICK TORNASOL MOR 12MM X 2YDS,0.5,1.0,False
PNAACR006,PINTUR  ACRILEX 03240/504 PVA AMA LIMON 37ML T/ROSADO,1.5,1.0,False
REGXXX007,REGLA METALICA 30CM,1.5,1.0,True
PSSPTL004,PASTELES PENTEL PTS 15 JGO15U FABRICFUN,1.0,0.7,False
SOBLAP001,SOBRE LAPAP. BLA. T/OFICIO,0.5,1.0,True
GOMLYR009,GOMA BORRAR LYRA 2091467 MIGA DE PAN MOLDEABLE,0.7,1.0,True
MRJPTL037,MARCADOR PENTEL SES15C BRUSH SIGN JGO 6PCS D2XD3XC2XB2XEXE2X,1.5,0.5,True
LCLSTB029,LAPIC COLOR STABILO 1400 335 CARBOTHELLO MAGENTA,0.5,0.7,True
CNKPGF008,CINTA MASK PEGAFAN 500 ESC 1PULG X 25YDS,0.7,1.0,False
MCPPTL034,MICROPUNTA PENTEL BL107 BX ROJ 0.7MM ENERGELX RETRAC,0.7,1.0,False
PLUXXX011,PAP LUSTROSO ROJ 50X70CM,1.2,1.0,True
TAMATS007,TAMPO ARTESCO DACTILAR NEG,1.5,1.0,True
PCPHOB008,PAP CREPE HOBBY ROS 48X200CM,1.5,1.0,False
REGMAP007,REGLA MAPED 279315 30CM TWIST N FLEX DECOR,0.5,1.0,True
TAJIDL001,TAJADOR IDEAL METAL SIMPLE,1.5,1.0,False
CUALAP017,CUADERNO LAPAP TOP MUSICA,1.5,1.0,True
TTMATS001,TINT TAMPO ARTESCO NEG 30ML,0.5,1.0,False
NYLALL002,NYLON ALLIANCE 00813 EMBALAJE BURBUJA 30CM X 53M LARGO,1.5,1.0,False
FOLUSG003,FOLDER USIGN US LW 320G OFICIO PLAST,1.5,1.0,True
JUEXXX021,ROMPECABEZAS  18008 MAPA DE PIRATAS - 2000 PZS,0.7,1.0,False
PINPTL037,PINCEL PENTEL ZBS6-14E N° 14 PELO CABRA PLANO,1.2,1.0,True
PNLACR011,PINTUR TELA ACRILEX 503 CEL CORRIENTE,0.5,1.5,False
PORPTL049,PORTAMINA PENTEL AZ125R P E SHARP 0.5MM ROS,0.5,1.0,True
REGPIM001, REGLA PRIMO 8252RG30 30CM PLASTICA ANTIREFLEX,0.5,1.0,True
PNAACR005,PINTUR  ACRILEX 03240/543 PVA AZU ULTRAMAR 37ML T/ROSADO,1.5,1.0,True
PCEXXX009,PAP CELOFAN LIL 76X102CM,1.2,1.0,True
PDUPGF001,PORTADIUREX PEGAFAN DIUREX 3/4X25YDS MANUAL,0.5,1.0,True
CLBGNR002,CLIP BIN GEN 51MM 2PULG CJ12PZ,0.7,1.5,False
MRDPEL012,MARCADOR PELIKAN MX MARKANA VER,1.2,1.0,True
GOEXXX087,GOMA EVA LISA ROSA 50X70CM,0.7,0.5,True
JUEART006,JUEGO ARTI TACJUEDI013 CARACOL GOMA EVA,1.5,1.0,False
FOLMDN010,FOLDER MADISON 7312 OFICIO PLAST AZUL MARINO,0.7,1.0,False
GOMMAP001,GOMA BORRAR MAPED 511320 SENOA,1.2,1.0,False
PSSPTL001,PASTELES PENTEL PHN 12 JGO12U,1.2,1.0,False
BOLPEL087,BOLIGRAFO PELIKAN AL 815017 JAZZ CLASSIC K35 AMARILLO,1.2,1.0,True
REGXXX010,REGLA METALICA 15CM,1.2,1.0,True
BOLBEI003,BOLIGRAFO BEIFA AA927 ROJ CJA 50U,1.2,1.0,False
LAPLYR044,LAPIZ LYRA 1110106 669 NEG 6B ART DESIGN,1.2,1.0,False
LCLSTB009,LAPIC COLOR STABILO 1400 430 CARBOTHELLO AZUL COBALTO,1.2,1.0,False
LCLSTB022,LAPIC COLOR STABILO 1400 722 CARBOTHELLO GRIS AZULADO 2,1.5,1.0,True
CNRDYM012,CINTA ROTUL DYMO 5201 06 AZUL 3/8PULG,0.5,1.0,False
FOLUSG002,FOLDER USIGN US LW 320 A4 PLAST,1.5,1.2,True
LCLLYR016,LAPIC COLOR LYRA 2001720 M72 REMBRANDT POLYCOLOR JGO72U CJA MET,1.5,1.2,False
FOLDEL043,FOLDER DELLO 0231.04.0025 AUTOS ALA OFICIO,1.5,1.0,False
FOLDEL091,FOLDER DELLO PLAST OFICIO 0254.T.0050 VERDE C. LIGA,0.5,1.0,False
ENGRAP010,ENGRAPADOR RAPID S50 CAP 50HJS PLAST NEG 24148401 5000543,0.7,1.0,True
XLIGIS002,LA PLUMA DE MIGUEL 10 EDC,0.5,1.0,False
XLNGIS006,LA MARCA DE LOS REYES,0.7,1.0,False
LRGESM005,LIBRO REGIS MW COMPRAS IVA,1.2,1.0,False
PREUSG002,PORTAREVIS USIGN US 9881 TRIC 4 PLAST,1.5,0.5,True
FOLMDN009,FOLDER MADISON 7309 OFICIO PLAST TURQUESA,1.2,1.0,False
MCPSTB123,MICROPUNTA STABILO 8815 1  POINT 88 JGO15U,1.2,1.0,False
BSAXXX015,BOLSA REGALO PARA BOTELLA,0.5,1.0,False
CLPISO003,CLIP METAL ISOFIT 50MM CJ100U,0.5,1.0,False
PCRUSG007,CORDON USIGN US 04D ROJ PARA CREDENCIAL,0.7,1.0,True
TAMLEY002,TAMPO LEYDEZ 182 AZUL,1.2,1.0,False
PORPTL047,PORTAMINA PENTEL AZ125R A E SHARP 0.5MM NEG,0.7,1.0,False
GOEXXX073,GOMA EVA LISA OFICIO NAR,0.5,1.0,False
JUEART029,JUEGO ARTI TACJUEDI016 STAMPING SELLOS X 9 PZS GOMA EVA,1.2,1.0,True
PMCART001,PAP MACHE ARTI TAC009-PM,1.5,1.0,True
PCPHOB011,PAP CREPE HOBBY NEG 48X200 CM,0.5,1.0,False
FICXXX006,FICHA CARTULINA COLOR 5X10CM PQ25U,1.0,1.5,False
MRJPTL040,MARCADOR PENTEL SES15C BRUSH SIGN JGO 5PCS PASTEL SXP3XP2XNXKX,0.5,1.0,False
PAAXXX012,PAP ARAÑA DOR 50X80CM,0.7,1.0,False
PLUXXX008,PAP LUSTROSO FUCSIA 50X70CM,0.5,1.0,True
ARCLEY053,ARCHIVADOR LEYDEZ PALANCA NAR PLAST,0.7,1.0,True
PSESWA016,PAP SEDA VER LIMON NO21 50X75CM,1.5,1.0,True
FOLDEL044,FOLDER DELLO 0231.05.0025 KIDS FUTBOL ALA OFICIO,0.5,0.7,False
MCPPIL050,MICROPUNTA PILOT BL SG 7 NEG 0.7MM SUPER GEL,0.7,1.0,True
CNKPGF005,CINTA MASK PEGAFAN 500 2PULG X 40YDS,0.5,1.0,False
LAPLYR118,LAPIZ LYRA 2057902 REMBRANDT CARBON EXTRA 2B,0.7,1.0,False
CLBLEY101,CLIP BIN LEYDEZ 15MM O 5/8 CJ12U,0.7,1.0,False
ETLMAP002,ESTUCHE P/LAPIZ MAPED  932212 TURBO COSMIC TEENS,1.2,1.0,False
PBOPBL002,PAP BOND PAPELBOL RECICLADO OFICIO 75GR PQ500HJS,1.5,1.2,True
CUAABC040,CUADERNO ABC ESP 1/2 OFICIO CUAD 5MM 100HJS STYLE,1.5,1.0,True
RESMAP003,RESALTADOR MAPED 742558 FLUO COLOR PASTEL  6COL,0.7,1.0,True
RBLXXX001,REPUESTO PARA BOLIGRAFO CON CADENA,1.5,1.0,False
SELTRO003,SELLO TRODAT 4911 PERSONAL PRINTY,1.2,1.0,True
ARAHRL002,ARANDELA HERLITZ  830273 PLAST BLANCO 240U,1.2,1.0,True
RESFBC002,RESALTADOR FABER CASTELL B VER TEXMARKER 49,0.7,1.0,True
FOLVIN017,FOLDER VINIFAN TAPA TRANSPARENTE OFICIO AZUL PASTEL C/FASTENER,1.2,1.0,False
PINCOD002,PINCEL CONDOR 456 NO 6 PELO CERDA,0.5,1.0,False
CARMAD022,CARTON GRIS MADEPA NO10 80X120CM,1.2,0.7,True
NYLXXX001,NYLON TRANSP 80CM X 100MT,1.2,1.0,True
ENGRAP040,ENGRAPADOR RAPID S30 CAP 30HJS PLAST AZU 24146212,1.2,1.0,True
PSESWA003,PAP SEDA 1301 ROJ SCARL R NO19 50X75CM,0.7,1.0,False
BOLPRK083,BOLIGRAFO PARKER 1953192 JOTTER PURPURA CLIP CROMADO,1.2,1.0,True
RESSTB004,RESALTADOR STABILO 70/33 VER BOSS GRUESO,1.2,0.5,True
PLUXXX004,PAP LUSTROSO AMA ORO 50X70CM,1.2,1.0,True
HTPXXX001,HJA TRAPPER NEGRO 3 PERF  PQ200HJS,0.7,1.2,True
CAVUSG003,CARTAP VISOR USIGN US 102PD 1PULG 2A TIPO D A4 PLAST BLA,0.7,1.2,False
CAEEPA031,CALENDARIO E.PAULINAS 2024 PLANIFICADOR T/CHEQ,0.5,1.0,True
GOEXXX104,GOMA EVA TOALLA ROJ 50X70CM,1.5,1.0,False
FGAART009,FIGURAS ADH ARTI TACF00014 MOTIVACIONALES X 57 PZS GOMA EVA,1.5,1.2,False
BOLPTL054,BOLIGRAFO PENTEL BX440 B ROJ 1.0MM FEEL IT TRIANG RETRAC,1.2,1.0,False
BLPBRW017,BLOCK POST BRW BA0702 NOTAS MULTIPLES,0.5,1.0,False
CALCAS017,CALCULADOR CASIO MX 12B 12DIG,0.5,1.0,False
CUAABC028,CUADERNO ABC ENGRAP CUAD 5MM 30HJS,0.5,1.0,True
LAPPEL003,LAPIZ PELIKAN MX INICIAL JUMBO TRIANG 2 HB NEG,1.2,1.0,True
XCACOQ005,CALIGRAFIA 5,1.5,1.0,True
BOLSCH006,BOLIGRAFO SCHNEIDER 152290 ESTUCHE 10  BOLIGRAFOS SLIDER EDGE XB,1.5,1.0,True
PLUXXX021,PAP LUSTROSO AZU PASTEL 50X70CM,1.5,1.0,True
MCPPEL031,MICROPUNTA PELIKAN CO 30013470 157 JGO24U,0.5,1.0,False
TAJLYR001,TAJADOR LYRA L7321660 DE MESA ,0.5,1.0,True
TABATS001,TABLERO ARTESCO CAMPO ACRIL CLIPBOARD,0.7,1.0,False
BOLPIL016,BOLIGRAFO PILOT BPGP 10R F L 0.7MM AZU SUPER GRIP CLIP PLAST,1.2,1.0,False
MCPWIL002,MICROPUNTA WILSON 716 ROJ ROLLER,0.7,1.0,True
PDOUSG001,PORTADOCUM USIGN US F406 PLAST BROCHE,1.2,1.0,False
CLBLEY005,CLIP BIN LEYDEZ 41MM O 1 5/8,0.7,1.0,False
PCRUSG005,CORDON USIGN US 04D AZUL PARA CREDENCIAL,0.7,1.0,False
MCPPTL080,MICROPUNTA PENTEL BL437R E CAF  0.7MM ENERGEL RETRACT,0.7,1.0,False
BSAXXX008,BOLSA DE REGALO GRANDE,0.5,1.0,False
MCPSTB034,MICROPUNTA STABILO 88 46 NEG 0.4MM POINT 88,0.7,1.0,False
TAMLEY003,TAMPO LEYDEZ 182 ROJO,0.7,1.0,False
PAPUSG002,PAPELERO USIGN US 6033 TRIPLE PLASTICO,0.5,1.0,True
XXELAR036,DICC ESCOLAR ELEMENTAL LAROUSSE,0.7,1.0,True
CALCAS019,CALCULADOR CASIO FX 350ES PLUS CIENTIFICA,0.5,1.5,False
FOLDEL084,FOLDER DELLO PLAST 1/2 OFICIO 0252.Q.0050 ROSA C. LIGA,1.5,1.0,False
LAPLYR082,LAPIZ LYRA 1111062 669 NEG 9B 2H ART DESIGN CAJA METAL 6U,1.2,1.0,False
MRJPEL012,MARCADOR JGO PELIKAN MX MARKATODO NORMAL JGO12U,0.5,1.0,False
XCIALB021,ECOLOGIA PARA CURIOSOS,0.5,1.0,True
CUAABC112,CUADERNO ABC ESP 1/2 OFICIO CUAD 5MM 100 HJS PLENO PASTEL,1.2,1.0,False
GOMPEL035,GOMA BORRAR PELIKAN MX PASTEL 35X30CM FCO 15U,1.5,1.0,True
LIBABC001,LIBRETA ABC ESP COLOR PUNT CARTON 15X12CM,1.2,1.0,False
LIBABC006,LIBRETA ABC ESP COLOR PUNT CARTON 15X12CM PQT 3 PCS ,0.5,1.0,True
REGATS002,REGLA ARTESCO 20CM PLAST CRISTAL,1.2,1.0,True
PCAMLC002,PAP CARBON MILCAR AZU OFICIO ECO WORLD,1.2,1.0,False
ETQPGF006,ETIQUETAS PEGAFAN AMA FLUOR 19X13MM BL500U,1.0,0.7,False
RESPEL053,RESALTADOR PELIKAN CO 041 900 600 MANZANA FLASH PASTEL GRUESO,1.5,1.0,True
ATMXXX040,ATM LIMPIAPIPAS,0.5,1.0,False
GOMPEL002,GOMA BORRAR PELIKAN MX BR 40 MIXTA,0.5,1.0,True
TAJPEL005,TAJADOR PELIKAN MX 1 ORIFICIO DEP PLASTICO MOD 404,1.2,1.0,False
BOLPTL086,BOLIGRAFO PENTEL BX420 B ROJO 1.0MM FEEL IT RETRAC,1.2,1.0,True
ESCATS001,ESCALIMETRO ARTESCO 16004001 ESC 1:20 25 50 75 100 125,1.2,1.0,True
BLPBRW011,BLOCK POST BRW BA0600,1.2,1.0,True
PREDEL017,PORTAREVIS DELLO 6023.B.0006. AZU,0.7,1.0,False
CAEEPA029,CALENDARIO E.PAULINAS 2024 ESCRITORIO ANILLADO,0.5,1.2,True
FOLVIN019,FOLDER VINIFAN TAPA TRANSPARENTE OFICIO TURQUESA C/FASTERNER,1.2,1.0,True
PBOBRE021,PAP BOND BOREAL BLAN A4 75GR PQ500HJS,0.5,1.0,True
CLPISO004,CLIP COLOR ISOFIT 50MM CJ80U,1.5,1.0,False
CUAABC039,CUADERNO ABC ESP OFICIO CUAD 5MM 100HJS TAPA DURA,1.5,1.0,False
RESPEL054,RESALTADOR PELIKAN CO 041 900 550 ROSA BEBE FLASH PASTEL GRUESO,1.5,1.2,True
PIZTLB001,PIZARRA ACRILICA TALBOT T-38620 030X040M  MAGNETICA,1.2,1.0,False
AGEV&R102,AGENDA V&R 2024 PRINCIPITO ,1.2,1.0,False
CUDABC023,CUADERNILLO ABC OFICIO 5MM MARGEN,0.7,1.0,True
MCPPTL039,MICROPUNTA PENTEL BLN105 BX ROJ 0.5MM ENERGELX RETRAC,0.7,1.0,True
PINCOD005,PINCEL CONDOR 456 NO 12 PELO CERDA,1.2,1.0,False
RAGTLC010,RPTO AGENDA TILUCHI 2024 DIRECTOR ANILL,0.7,0.5,True
LIGALL003,LIGAS ALLIANCE NO32 DE 1/4 LIBRA,0.5,1.0,True
BLDPEL011,BLOCK DIBUJ PELIKAN AL A4 20HJ 150GSM 21X29.7CM 236812,1.5,1.0,False
BLPIDL005,BLOCK POST IDEAL K04 3X3PULG JGO5COL PRECORTADO,0.7,0.5,True
GRAKWT004,GRAPAS KW TRIO 23/6 CJ1000U,1.0,1.2,True
ETQDYM001,ETIQUETAS DYMO 30252 BLA 1 1/2X 3 1/2PULG CJ2ROLLOS,1.2,1.0,False
LCLLYR050,LAPIC COLOR LYRA 3713361 4COLOR 3710500 SUPER FERBY,0.7,1.0,True
PSBXXX102,PAP SABANA OFICIO,1.2,1.0,False
LCLLYR060,LAPIC COLOR LYRA 2011240 REMBRANDT AQUARELL JGO24U CAJA MET,1.0,1.2,False
MRDUNI002,MARCADOR UNI PIN BR-GO BRUSHSIGN GRIS OSCURO,1.2,1.0,True
MRDPIL003,MARCADOR PILOT SC F AZU SUPER COLOR MARKER FINE,1.5,1.0,False
LAPSCA004,LAPIZ SCALA 743 VER CARPINTERO,0.5,1.2,False
MINPTL011,MINA PENTEL C277S 2B NEG 0.7MM STEIN,1.2,1.0,False
AGETLC053,AGENDA TILUCHI 2024 GERENCIAL,0.7,1.5,True
PBORPO003,PAP BOND REPROGRAF BLAN 75GR  A4 PQ500HJS,1.2,1.0,True
FOLXXX005,FOLDER CREMA OFICIO CARTULINA 240GR,1.0,1.5,False
CNDPGF001,CINTA DIUREX PEGAFAN 705 CRIST 1/2PULG X 36YDS,1.2,1.5,False
CNDPGF006,CINTA DIUREX PEGAFAN 705 CRIST 1PULG X 72YDS,0.5,1.0,False
FORRIC003,FORRO RICOR 1/2 OFICIO PLAST ROJ PLAST,1.5,1.0,True
TIJMAP002,TIJERA MAPED 137910 KOOPY 13CM,1.0,1.2,False
BLDPEL008,BLOCK DIBUJ PELIKAN AL C3 A3 20HJ 120GSM 30X42CM 236799,0.7,1.0,True
CUAABC125,CUADERNO ABC RAYADO CASITA 30HJS COL ALEMAN,1.2,1.0,True
FOLUSG014,FOLDER USIGN US 303 AG OFICIO TAPA PLAST FASTENER,0.5,1.2,True
LCLATS002,LAPIC COLOR ARTESCO JUMBO,1.5,1.2,False
PLAPEL029,PLASTILINA PELIKAN MX JGO10U GLITTER 180G 06700008,1.2,1.0,False
PBOXXX159,PAP BOND XXX LILA 75GR CARTA PQ500 HJS,0.5,1.0,False
FGAART012,FIGURAS ADH ARTI TACF00012 MARIPOSAS Y CORAZONES X 66 PZS GOMA EVA,0.5,1.0,True
MCPSTB101,MICROPUNTA STABILO 88 38 SANGUINEA POINT 88,0.5,1.0,False
FOLVIN012,FOLDER VINIFAN DOBLE TAPA OFICIO CELESTE GUS,1.5,1.0,False
